"","YEAR","DATA_VALUE","CATEGORY","INDICATOR_TYPE","INDICATOR_NAME","INDICATOR_UNITS","SPECIES"
"1",1981,851,"Recreational","Socioeconomic","total_recreational_catch_n","n","LEMON SHARK"
"2",1987,1038,"Recreational","Socioeconomic","total_recreational_catch_n","n","LEMON SHARK"
