"","YEAR","DATA_VALUE","CATEGORY","INDICATOR_TYPE","INDICATOR_NAME","INDICATOR_UNITS","SPECIES"
"1",1986,1363,"Recreational","Socioeconomic","total_recreational_catch_n","n","NURSE SHARK"
"2",1987,640,"Recreational","Socioeconomic","total_recreational_catch_n","n","NURSE SHARK"
