"","YEAR","DATA_VALUE","CATEGORY","INDICATOR_TYPE","INDICATOR_NAME","INDICATOR_UNITS","SPECIES"
"1",1993,1848,"Recreational","Socioeconomic","total_recreational_catch_n","n","TIGER SHARK"
"2",2019,300,"Recreational","Socioeconomic","total_recreational_catch_n","n","TIGER SHARK"
