"","YEAR","DATA_VALUE","CATEGORY","INDICATOR_TYPE","INDICATOR_NAME","INDICATOR_UNITS","SPECIES"
"1",2018,16,"Recreational","Socioeconomic","total_recreational_catch_n","n","PORBEAGLE"
"2",2023,226,"Recreational","Socioeconomic","total_recreational_catch_n","n","PORBEAGLE"
