"STATISTIC","AREA","DATA_VALUE","DAY","MONTH","YEAR","INDICATOR_NAME","INDICATOR_UNITS"
"mean","MAB",11.2302476165973,1,1,2021,"bottomT","degC"
"mean","MAB",11.2174314233196,2,1,2021,"bottomT","degC"
"mean","MAB",11.2254626380869,3,1,2021,"bottomT","degC"
"mean","MAB",11.0532344965123,4,1,2021,"bottomT","degC"
"mean","MAB",10.8351725587176,5,1,2021,"bottomT","degC"
"mean","MAB",10.6161486754602,6,1,2021,"bottomT","degC"
"mean","MAB",10.4685009264298,7,1,2021,"bottomT","degC"
"mean","MAB",10.4201590713002,8,1,2021,"bottomT","degC"
"mean","MAB",10.3868003691385,9,1,2021,"bottomT","degC"
"mean","MAB",10.2834985002087,10,1,2021,"bottomT","degC"
"mean","MAB",10.2154068419862,11,1,2021,"bottomT","degC"
"mean","MAB",10.2150201952679,12,1,2021,"bottomT","degC"
"mean","MAB",10.2191508014144,13,1,2021,"bottomT","degC"
"mean","MAB",10.2447407735093,14,1,2021,"bottomT","degC"
"mean","MAB",10.2663442051632,15,1,2021,"bottomT","degC"
"mean","MAB",10.2004121772209,16,1,2021,"bottomT","degC"
"mean","MAB",10.2244649624108,17,1,2021,"bottomT","degC"
"mean","MAB",10.3199174240423,18,1,2021,"bottomT","degC"
"mean","MAB",10.4366112974751,19,1,2021,"bottomT","degC"
"mean","MAB",10.5196661785437,20,1,2021,"bottomT","degC"
"mean","MAB",10.4878483463255,21,1,2021,"bottomT","degC"
"mean","MAB",10.4643598389046,22,1,2021,"bottomT","degC"
"mean","MAB",10.4426254117608,23,1,2021,"bottomT","degC"
"mean","MAB",10.2981159528438,24,1,2021,"bottomT","degC"
"mean","MAB",10.217694301462,25,1,2021,"bottomT","degC"
"mean","MAB",10.1187530334756,26,1,2021,"bottomT","degC"
"mean","MAB",10.0021539846374,27,1,2021,"bottomT","degC"
"mean","MAB",9.83655347656965,28,1,2021,"bottomT","degC"
"mean","MAB",9.48797080479296,29,1,2021,"bottomT","degC"
"mean","MAB",9.11159191571592,30,1,2021,"bottomT","degC"
"mean","MAB",8.94321567476734,31,1,2021,"bottomT","degC"
"mean","MAB",8.82567880661873,1,2,2021,"bottomT","degC"
"mean","MAB",8.55183950616566,2,2,2021,"bottomT","degC"
"mean","MAB",8.5239233117929,3,2,2021,"bottomT","degC"
"mean","MAB",8.58022669200733,4,2,2021,"bottomT","degC"
"mean","MAB",8.6402032968824,5,2,2021,"bottomT","degC"
"mean","MAB",8.75295569013287,6,2,2021,"bottomT","degC"
"mean","MAB",8.86871278831717,7,2,2021,"bottomT","degC"
"mean","MAB",8.82175987063559,8,2,2021,"bottomT","degC"
"mean","MAB",8.79027260952924,9,2,2021,"bottomT","degC"
"mean","MAB",8.80098736524923,10,2,2021,"bottomT","degC"
"mean","MAB",8.7423635470509,11,2,2021,"bottomT","degC"
"mean","MAB",8.67501481237671,12,2,2021,"bottomT","degC"
"mean","MAB",8.61035016115131,13,2,2021,"bottomT","degC"
"mean","MAB",8.49217201234275,14,2,2021,"bottomT","degC"
"mean","MAB",8.4399835278889,15,2,2021,"bottomT","degC"
"mean","MAB",8.39008825497225,16,2,2021,"bottomT","degC"
"mean","MAB",8.49891857408488,17,2,2021,"bottomT","degC"
"mean","MAB",8.50229001420421,18,2,2021,"bottomT","degC"
"mean","MAB",8.30540135234211,19,2,2021,"bottomT","degC"
"mean","MAB",8.11929711320028,20,2,2021,"bottomT","degC"
"mean","MAB",8.00881907493089,21,2,2021,"bottomT","degC"
"mean","MAB",7.89396520950252,22,2,2021,"bottomT","degC"
"mean","MAB",7.93628090321591,23,2,2021,"bottomT","degC"
"mean","MAB",8.04602651210643,24,2,2021,"bottomT","degC"
"mean","MAB",8.15041971462479,25,2,2021,"bottomT","degC"
"mean","MAB",8.23311310025926,26,2,2021,"bottomT","degC"
"mean","MAB",8.2197069640835,27,2,2021,"bottomT","degC"
"mean","MAB",8.23884585452864,28,2,2021,"bottomT","degC"
"mean","MAB",8.24009226797647,1,3,2021,"bottomT","degC"
"mean","MAB",8.28770952316824,2,3,2021,"bottomT","degC"
"mean","MAB",8.40265716895866,3,3,2021,"bottomT","degC"
"mean","MAB",8.56967803217652,4,3,2021,"bottomT","degC"
"mean","MAB",8.64113430301519,5,3,2021,"bottomT","degC"
"mean","MAB",8.68724318379496,6,3,2021,"bottomT","degC"
"mean","MAB",8.71589914258458,7,3,2021,"bottomT","degC"
"mean","MAB",8.69962557890214,8,3,2021,"bottomT","degC"
"mean","MAB",8.67526683496986,9,3,2021,"bottomT","degC"
"mean","MAB",8.70888120404982,10,3,2021,"bottomT","degC"
"mean","MAB",8.71066463573467,11,3,2021,"bottomT","degC"
"mean","MAB",8.84630565274938,12,3,2021,"bottomT","degC"
"mean","MAB",9.0209516783129,13,3,2021,"bottomT","degC"
"mean","MAB",9.1382836942509,14,3,2021,"bottomT","degC"
"mean","MAB",9.17971971004306,15,3,2021,"bottomT","degC"
"mean","MAB",9.05048208311733,16,3,2021,"bottomT","degC"
"mean","MAB",8.96984406414632,17,3,2021,"bottomT","degC"
"mean","MAB",8.95230834542085,18,3,2021,"bottomT","degC"
"mean","MAB",8.87167923951865,19,3,2021,"bottomT","degC"
"mean","MAB",8.55659776474103,20,3,2021,"bottomT","degC"
"mean","MAB",8.55326928396593,21,3,2021,"bottomT","degC"
"mean","MAB",8.60067383533554,22,3,2021,"bottomT","degC"
"mean","MAB",8.62475280001099,23,3,2021,"bottomT","degC"
"mean","MAB",8.63846752179709,24,3,2021,"bottomT","degC"
"mean","MAB",8.65597022500673,25,3,2021,"bottomT","degC"
"mean","MAB",8.70080073197001,26,3,2021,"bottomT","degC"
"mean","MAB",8.88148184139841,27,3,2021,"bottomT","degC"
"mean","MAB",8.92891571910596,28,3,2021,"bottomT","degC"
"mean","MAB",9.00505167970671,29,3,2021,"bottomT","degC"
"mean","MAB",9.17622305071234,30,3,2021,"bottomT","degC"
"mean","MAB",9.2549880459926,31,3,2021,"bottomT","degC"
"mean","MAB",9.30030215451646,1,4,2021,"bottomT","degC"
"mean","MAB",9.33540287737512,2,4,2021,"bottomT","degC"
"mean","MAB",9.32218378534986,3,4,2021,"bottomT","degC"
"mean","MAB",9.31900880657382,4,4,2021,"bottomT","degC"
"mean","MAB",9.31202387809753,5,4,2021,"bottomT","degC"
"mean","MAB",9.2702357779245,6,4,2021,"bottomT","degC"
"mean","MAB",9.21678044782347,7,4,2021,"bottomT","degC"
"mean","MAB",9.18142978861949,8,4,2021,"bottomT","degC"
"mean","MAB",9.15379601128623,9,4,2021,"bottomT","degC"
"mean","MAB",9.14351139969069,10,4,2021,"bottomT","degC"
"mean","MAB",9.15719678115435,11,4,2021,"bottomT","degC"
"mean","MAB",9.1279901878346,12,4,2021,"bottomT","degC"
"mean","MAB",9.05305348957045,13,4,2021,"bottomT","degC"
"mean","MAB",9.00906754460969,14,4,2021,"bottomT","degC"
"mean","MAB",8.98101094710469,15,4,2021,"bottomT","degC"
"mean","MAB",8.96699705894754,16,4,2021,"bottomT","degC"
"mean","MAB",9.03123106380048,17,4,2021,"bottomT","degC"
"mean","MAB",9.04729505328832,18,4,2021,"bottomT","degC"
"mean","MAB",9.08172727330389,19,4,2021,"bottomT","degC"
"mean","MAB",9.12217359447343,20,4,2021,"bottomT","degC"
"mean","MAB",9.18400645068446,21,4,2021,"bottomT","degC"
"mean","MAB",9.26712315174643,22,4,2021,"bottomT","degC"
"mean","MAB",9.41451891945496,23,4,2021,"bottomT","degC"
"mean","MAB",9.60012906866524,24,4,2021,"bottomT","degC"
"mean","MAB",9.69838401261658,25,4,2021,"bottomT","degC"
"mean","MAB",9.7069674358518,26,4,2021,"bottomT","degC"
"mean","MAB",9.73456351644491,27,4,2021,"bottomT","degC"
"mean","MAB",9.77554633126238,28,4,2021,"bottomT","degC"
"mean","MAB",9.79098948064621,29,4,2021,"bottomT","degC"
"mean","MAB",9.80900666181622,30,4,2021,"bottomT","degC"
"mean","MAB",9.89779221329396,1,5,2021,"bottomT","degC"
"mean","MAB",9.95303411954462,2,5,2021,"bottomT","degC"
"mean","MAB",10.0123867129052,3,5,2021,"bottomT","degC"
"mean","MAB",10.012897555238,4,5,2021,"bottomT","degC"
"mean","MAB",9.9983104871578,5,5,2021,"bottomT","degC"
"mean","MAB",9.98363540510251,6,5,2021,"bottomT","degC"
"mean","MAB",9.98794048623807,7,5,2021,"bottomT","degC"
"mean","MAB",9.96229497642817,8,5,2021,"bottomT","degC"
"mean","MAB",9.92834058067147,9,5,2021,"bottomT","degC"
"mean","MAB",9.97368822043205,10,5,2021,"bottomT","degC"
"mean","MAB",9.98946771839999,11,5,2021,"bottomT","degC"
"mean","MAB",10.0164010178548,12,5,2021,"bottomT","degC"
"mean","MAB",10.0481884668825,13,5,2021,"bottomT","degC"
"mean","MAB",10.0720159623756,14,5,2021,"bottomT","degC"
"mean","MAB",10.1013739849194,15,5,2021,"bottomT","degC"
"mean","MAB",10.1242170214482,16,5,2021,"bottomT","degC"
"mean","MAB",10.142766503817,17,5,2021,"bottomT","degC"
"mean","MAB",10.1704202240629,18,5,2021,"bottomT","degC"
"mean","MAB",10.2191691458311,19,5,2021,"bottomT","degC"
"mean","MAB",10.2550065160991,20,5,2021,"bottomT","degC"
"mean","MAB",10.2840108801537,21,5,2021,"bottomT","degC"
"mean","MAB",10.3192038454211,22,5,2021,"bottomT","degC"
"mean","MAB",10.3614692186593,23,5,2021,"bottomT","degC"
"mean","MAB",10.409836210918,24,5,2021,"bottomT","degC"
"mean","MAB",10.4278942590449,25,5,2021,"bottomT","degC"
"mean","MAB",10.4586406874554,26,5,2021,"bottomT","degC"
"mean","MAB",10.5101103502964,27,5,2021,"bottomT","degC"
"mean","MAB",10.548587767863,28,5,2021,"bottomT","degC"
"mean","MAB",10.600582394136,29,5,2021,"bottomT","degC"
"mean","MAB",10.764311967319,30,5,2021,"bottomT","degC"
"mean","MAB",10.8359086730108,31,5,2021,"bottomT","degC"
"mean","MAB",10.840273986388,1,6,2021,"bottomT","degC"
"mean","MAB",10.8322647746882,2,6,2021,"bottomT","degC"
"mean","MAB",10.82740539355,3,6,2021,"bottomT","degC"
"mean","MAB",10.8208322557428,4,6,2021,"bottomT","degC"
"mean","MAB",10.8424325540172,5,6,2021,"bottomT","degC"
"mean","MAB",10.8836417077096,6,6,2021,"bottomT","degC"
"mean","MAB",10.9190248506775,7,6,2021,"bottomT","degC"
"mean","MAB",10.9513425066406,8,6,2021,"bottomT","degC"
"mean","MAB",10.994041174437,9,6,2021,"bottomT","degC"
"mean","MAB",11.0110508706607,10,6,2021,"bottomT","degC"
"mean","MAB",11.029860736645,11,6,2021,"bottomT","degC"
"mean","MAB",11.0518413855453,12,6,2021,"bottomT","degC"
"mean","MAB",11.0826302473467,13,6,2021,"bottomT","degC"
"mean","MAB",11.0776891312715,14,6,2021,"bottomT","degC"
"mean","MAB",11.0497441206538,15,6,2021,"bottomT","degC"
"mean","MAB",11.0461421628537,16,6,2021,"bottomT","degC"
"mean","MAB",11.0656048478998,17,6,2021,"bottomT","degC"
"mean","MAB",11.0800383948802,18,6,2021,"bottomT","degC"
"mean","MAB",11.0557027045579,19,6,2021,"bottomT","degC"
"mean","MAB",11.030871903777,20,6,2021,"bottomT","degC"
"mean","MAB",11.0204076042162,21,6,2021,"bottomT","degC"
"mean","MAB",11.0018009859775,22,6,2021,"bottomT","degC"
"mean","MAB",11.0104509581824,23,6,2021,"bottomT","degC"
"mean","MAB",11.0575904094098,24,6,2021,"bottomT","degC"
"mean","MAB",11.0984663380062,25,6,2021,"bottomT","degC"
"mean","MAB",11.1291697939408,26,6,2021,"bottomT","degC"
"mean","MAB",11.1253849757417,27,6,2021,"bottomT","degC"
"mean","MAB",11.1201981372588,28,6,2021,"bottomT","degC"
"mean","MAB",11.1397724288045,29,6,2021,"bottomT","degC"
"mean","MAB",11.1644900716596,30,6,2021,"bottomT","degC"
"mean","MAB",11.2008628949246,1,7,2021,"bottomT","degC"
"mean","MAB",11.2299144058268,2,7,2021,"bottomT","degC"
"mean","MAB",11.2472311004208,3,7,2021,"bottomT","degC"
"mean","MAB",11.2942924862767,4,7,2021,"bottomT","degC"
"mean","MAB",11.3239072269636,5,7,2021,"bottomT","degC"
"mean","MAB",11.3480925693021,6,7,2021,"bottomT","degC"
"mean","MAB",11.371301293032,7,7,2021,"bottomT","degC"
"mean","MAB",11.4084940616665,8,7,2021,"bottomT","degC"
"mean","MAB",11.4356075965284,9,7,2021,"bottomT","degC"
"mean","MAB",11.5120987673856,10,7,2021,"bottomT","degC"
"mean","MAB",11.5723509563397,11,7,2021,"bottomT","degC"
"mean","MAB",11.596426258783,12,7,2021,"bottomT","degC"
"mean","MAB",11.6231725055602,13,7,2021,"bottomT","degC"
"mean","MAB",11.6568885272494,14,7,2021,"bottomT","degC"
"mean","MAB",11.6629932760681,15,7,2021,"bottomT","degC"
"mean","MAB",11.6538885315089,16,7,2021,"bottomT","degC"
"mean","MAB",11.6389913147952,17,7,2021,"bottomT","degC"
"mean","MAB",11.6094918576774,18,7,2021,"bottomT","degC"
"mean","MAB",11.587259174587,19,7,2021,"bottomT","degC"
"mean","MAB",11.5876908943547,20,7,2021,"bottomT","degC"
"mean","MAB",11.6058322542556,21,7,2021,"bottomT","degC"
"mean","MAB",11.6496594547373,22,7,2021,"bottomT","degC"
"mean","MAB",11.7084090092322,23,7,2021,"bottomT","degC"
"mean","MAB",11.7640889188933,24,7,2021,"bottomT","degC"
"mean","MAB",11.7945450866683,25,7,2021,"bottomT","degC"
"mean","MAB",11.7770114792604,26,7,2021,"bottomT","degC"
"mean","MAB",11.795246095787,27,7,2021,"bottomT","degC"
"mean","MAB",11.8236558104789,28,7,2021,"bottomT","degC"
"mean","MAB",11.8476850116713,29,7,2021,"bottomT","degC"
"mean","MAB",11.8307612395935,30,7,2021,"bottomT","degC"
"mean","MAB",11.8453818322592,31,7,2021,"bottomT","degC"
"mean","MAB",11.8647999906745,1,8,2021,"bottomT","degC"
"mean","MAB",11.8614290817954,2,8,2021,"bottomT","degC"
"mean","MAB",11.8738649205247,3,8,2021,"bottomT","degC"
"mean","MAB",11.8786865815584,4,8,2021,"bottomT","degC"
"mean","MAB",11.9134216138051,5,8,2021,"bottomT","degC"
"mean","MAB",11.9605820132939,6,8,2021,"bottomT","degC"
"mean","MAB",11.9800735258408,7,8,2021,"bottomT","degC"
"mean","MAB",11.9764086632258,8,8,2021,"bottomT","degC"
"mean","MAB",11.997952918638,9,8,2021,"bottomT","degC"
"mean","MAB",12.0095137966549,10,8,2021,"bottomT","degC"
"mean","MAB",11.9854426928003,11,8,2021,"bottomT","degC"
"mean","MAB",11.9591448900526,12,8,2021,"bottomT","degC"
"mean","MAB",11.9338430937097,13,8,2021,"bottomT","degC"
"mean","MAB",11.9128306203646,14,8,2021,"bottomT","degC"
"mean","MAB",11.9073032405073,15,8,2021,"bottomT","degC"
"mean","MAB",11.9387449061922,16,8,2021,"bottomT","degC"
"mean","MAB",11.9449413458847,17,8,2021,"bottomT","degC"
"mean","MAB",11.9330262994562,18,8,2021,"bottomT","degC"
"mean","MAB",11.9088388562032,19,8,2021,"bottomT","degC"
"mean","MAB",11.8608721428163,20,8,2021,"bottomT","degC"
"mean","MAB",11.8552158706007,21,8,2021,"bottomT","degC"
"mean","MAB",11.8791340040376,22,8,2021,"bottomT","degC"
"mean","MAB",11.9035084679062,23,8,2021,"bottomT","degC"
"mean","MAB",11.8858585736271,24,8,2021,"bottomT","degC"
"mean","MAB",11.898998554343,25,8,2021,"bottomT","degC"
"mean","MAB",11.9275884981319,26,8,2021,"bottomT","degC"
"mean","MAB",11.9388182642463,27,8,2021,"bottomT","degC"
"mean","MAB",11.9536819579093,28,8,2021,"bottomT","degC"
"mean","MAB",12.0900711266268,29,8,2021,"bottomT","degC"
"mean","MAB",12.2103355375994,30,8,2021,"bottomT","degC"
"mean","MAB",12.2461792031071,31,8,2021,"bottomT","degC"
"mean","MAB",12.2817074662455,1,9,2021,"bottomT","degC"
"mean","MAB",12.3482786741038,2,9,2021,"bottomT","degC"
"mean","MAB",12.5123718571083,3,9,2021,"bottomT","degC"
"mean","MAB",12.6109448089791,4,9,2021,"bottomT","degC"
"mean","MAB",12.6529340738902,5,9,2021,"bottomT","degC"
"mean","MAB",12.6233135767079,6,9,2021,"bottomT","degC"
"mean","MAB",12.630845499141,7,9,2021,"bottomT","degC"
"mean","MAB",12.6575603328208,8,9,2021,"bottomT","degC"
"mean","MAB",12.6347775285336,9,9,2021,"bottomT","degC"
"mean","MAB",12.6513523603543,10,9,2021,"bottomT","degC"
"mean","MAB",12.716962702114,11,9,2021,"bottomT","degC"
"mean","MAB",12.7340488839729,12,9,2021,"bottomT","degC"
"mean","MAB",12.7034884650308,13,9,2021,"bottomT","degC"
"mean","MAB",12.7183851482872,14,9,2021,"bottomT","degC"
"mean","MAB",12.7727641552815,15,9,2021,"bottomT","degC"
"mean","MAB",12.7793765951465,16,9,2021,"bottomT","degC"
"mean","MAB",12.8333967257296,17,9,2021,"bottomT","degC"
"mean","MAB",12.9606743433615,18,9,2021,"bottomT","degC"
"mean","MAB",13.0589821998653,19,9,2021,"bottomT","degC"
"mean","MAB",13.1574294139046,20,9,2021,"bottomT","degC"
"mean","MAB",13.2386610352771,21,9,2021,"bottomT","degC"
"mean","MAB",13.2909448663564,22,9,2021,"bottomT","degC"
"mean","MAB",13.3295799875805,23,9,2021,"bottomT","degC"
"mean","MAB",13.3440371289615,24,9,2021,"bottomT","degC"
"mean","MAB",13.4041431446444,25,9,2021,"bottomT","degC"
"mean","MAB",13.4644780880392,26,9,2021,"bottomT","degC"
"mean","MAB",13.4983303187061,27,9,2021,"bottomT","degC"
"mean","MAB",13.4961324689726,28,9,2021,"bottomT","degC"
"mean","MAB",13.506553824538,29,9,2021,"bottomT","degC"
"mean","MAB",13.5761292125705,30,9,2021,"bottomT","degC"
"mean","MAB",13.6259548016031,1,10,2021,"bottomT","degC"
"mean","MAB",13.6616025093799,2,10,2021,"bottomT","degC"
"mean","MAB",13.6553898531309,3,10,2021,"bottomT","degC"
"mean","MAB",13.6482388198973,4,10,2021,"bottomT","degC"
"mean","MAB",13.6825819499844,5,10,2021,"bottomT","degC"
"mean","MAB",13.7748406083458,6,10,2021,"bottomT","degC"
"mean","MAB",13.8567480776614,7,10,2021,"bottomT","degC"
"mean","MAB",13.8987897608925,8,10,2021,"bottomT","degC"
"mean","MAB",13.9632286109638,9,10,2021,"bottomT","degC"
"mean","MAB",14.159080427092,10,10,2021,"bottomT","degC"
"mean","MAB",14.3886393315461,11,10,2021,"bottomT","degC"
"mean","MAB",14.5759716426184,12,10,2021,"bottomT","degC"
"mean","MAB",14.6109707570383,13,10,2021,"bottomT","degC"
"mean","MAB",14.6125278182978,14,10,2021,"bottomT","degC"
"mean","MAB",14.6169733209842,15,10,2021,"bottomT","degC"
"mean","MAB",14.6208241596413,16,10,2021,"bottomT","degC"
"mean","MAB",14.5721292011387,17,10,2021,"bottomT","degC"
"mean","MAB",14.5022651204394,18,10,2021,"bottomT","degC"
"mean","MAB",14.4531038738627,19,10,2021,"bottomT","degC"
"mean","MAB",14.4090754917592,20,10,2021,"bottomT","degC"
"mean","MAB",14.3832680687884,21,10,2021,"bottomT","degC"
"mean","MAB",14.3622441018941,22,10,2021,"bottomT","degC"
"mean","MAB",14.3394644639011,23,10,2021,"bottomT","degC"
"mean","MAB",14.3546529858239,24,10,2021,"bottomT","degC"
"mean","MAB",14.370580766334,25,10,2021,"bottomT","degC"
"mean","MAB",14.395296826042,26,10,2021,"bottomT","degC"
"mean","MAB",14.4932955626254,27,10,2021,"bottomT","degC"
"mean","MAB",14.8432922965297,28,10,2021,"bottomT","degC"
"mean","MAB",15.0290240284711,29,10,2021,"bottomT","degC"
"mean","MAB",15.0340474078243,30,10,2021,"bottomT","degC"
"mean","MAB",15.0250060592428,31,10,2021,"bottomT","degC"
"mean","MAB",14.9954500160845,1,11,2021,"bottomT","degC"
"mean","MAB",14.9858742614672,2,11,2021,"bottomT","degC"
"mean","MAB",14.9570469610681,3,11,2021,"bottomT","degC"
"mean","MAB",14.9200590603341,4,11,2021,"bottomT","degC"
"mean","MAB",14.8755727757371,5,11,2021,"bottomT","degC"
"mean","MAB",14.8174105094738,6,11,2021,"bottomT","degC"
"mean","MAB",14.7870900463819,7,11,2021,"bottomT","degC"
"mean","MAB",14.7498375579864,8,11,2021,"bottomT","degC"
"mean","MAB",14.7385176965948,9,11,2021,"bottomT","degC"
"mean","MAB",14.7534709691319,10,11,2021,"bottomT","degC"
"mean","MAB",14.7557573482202,11,11,2021,"bottomT","degC"
"mean","MAB",14.7341292920883,12,11,2021,"bottomT","degC"
"mean","MAB",14.7241333596867,13,11,2021,"bottomT","degC"
"mean","MAB",14.6637942202613,14,11,2021,"bottomT","degC"
"mean","MAB",14.6027477708497,15,11,2021,"bottomT","degC"
"mean","MAB",14.4924991927263,16,11,2021,"bottomT","degC"
"mean","MAB",14.4414743374346,17,11,2021,"bottomT","degC"
"mean","MAB",14.431492559388,18,11,2021,"bottomT","degC"
"mean","MAB",14.4104827248487,19,11,2021,"bottomT","degC"
"mean","MAB",14.3542815237086,20,11,2021,"bottomT","degC"
"mean","MAB",14.3153163126439,21,11,2021,"bottomT","degC"
"mean","MAB",14.2970240938135,22,11,2021,"bottomT","degC"
"mean","MAB",14.2086760145059,23,11,2021,"bottomT","degC"
"mean","MAB",14.0334515559656,24,11,2021,"bottomT","degC"
"mean","MAB",13.9312143052937,25,11,2021,"bottomT","degC"
"mean","MAB",13.8883102508062,26,11,2021,"bottomT","degC"
"mean","MAB",13.7340076234037,27,11,2021,"bottomT","degC"
"mean","MAB",13.6426019363308,28,11,2021,"bottomT","degC"
"mean","MAB",13.6295704089521,29,11,2021,"bottomT","degC"
"mean","MAB",13.5372604261311,30,11,2021,"bottomT","degC"
"mean","MAB",13.4770229130514,1,12,2021,"bottomT","degC"
"mean","MAB",13.4683729442575,2,12,2021,"bottomT","degC"
"mean","MAB",13.4489065841885,3,12,2021,"bottomT","degC"
"mean","MAB",13.4167838304681,4,12,2021,"bottomT","degC"
"mean","MAB",13.3853390254347,5,12,2021,"bottomT","degC"
"mean","MAB",13.327440820709,6,12,2021,"bottomT","degC"
"mean","MAB",13.3000731877503,7,12,2021,"bottomT","degC"
"mean","MAB",13.2540030805168,8,12,2021,"bottomT","degC"
"mean","MAB",13.13168120316,9,12,2021,"bottomT","degC"
"mean","MAB",12.977372290921,10,12,2021,"bottomT","degC"
"mean","MAB",12.9291352415631,11,12,2021,"bottomT","degC"
"mean","MAB",12.8959274251062,12,12,2021,"bottomT","degC"
"mean","MAB",12.8703668160159,13,12,2021,"bottomT","degC"
"mean","MAB",12.8722849018413,14,12,2021,"bottomT","degC"
"mean","MAB",12.8408385041105,15,12,2021,"bottomT","degC"
"mean","MAB",12.8422625322369,16,12,2021,"bottomT","degC"
"mean","MAB",12.908136416232,17,12,2021,"bottomT","degC"
"mean","MAB",12.9640080753144,18,12,2021,"bottomT","degC"
"mean","MAB",12.9484161399465,19,12,2021,"bottomT","degC"
"mean","MAB",12.7536650619793,20,12,2021,"bottomT","degC"
"mean","MAB",12.5880273720396,21,12,2021,"bottomT","degC"
"mean","MAB",12.5635072627293,22,12,2021,"bottomT","degC"
"mean","MAB",12.4196317390311,23,12,2021,"bottomT","degC"
"mean","MAB",12.3068526133959,24,12,2021,"bottomT","degC"
"mean","MAB",12.2763335877052,25,12,2021,"bottomT","degC"
"mean","MAB",12.2969431457601,26,12,2021,"bottomT","degC"
"mean","MAB",12.2082052655486,27,12,2021,"bottomT","degC"
"mean","MAB",12.1067402623754,28,12,2021,"bottomT","degC"
"mean","MAB",12.0583245566645,29,12,2021,"bottomT","degC"
"mean","MAB",11.9996362774498,30,12,2021,"bottomT","degC"
"mean","MAB",11.9765517051639,31,12,2021,"bottomT","degC"
"mean","MAB",11.9921357948893,1,1,2022,"bottomT","degC"
"mean","MAB",12.0333040672993,2,1,2022,"bottomT","degC"
"mean","MAB",12.0433592120977,3,1,2022,"bottomT","degC"
"mean","MAB",11.7458024287599,4,1,2022,"bottomT","degC"
"mean","MAB",11.6303649216421,5,1,2022,"bottomT","degC"
"mean","MAB",11.6752200588818,6,1,2022,"bottomT","degC"
"mean","MAB",11.6744016988765,7,1,2022,"bottomT","degC"
"mean","MAB",11.5018691757377,8,1,2022,"bottomT","degC"
"mean","MAB",11.3947636167038,9,1,2022,"bottomT","degC"
"mean","MAB",11.3940081301336,10,1,2022,"bottomT","degC"
"mean","MAB",11.2940582911856,11,1,2022,"bottomT","degC"
"mean","MAB",11.120339070608,12,1,2022,"bottomT","degC"
"mean","MAB",11.0736481068984,13,1,2022,"bottomT","degC"
"mean","MAB",11.0510036619607,14,1,2022,"bottomT","degC"
"mean","MAB",10.6930925128115,15,1,2022,"bottomT","degC"
"mean","MAB",10.3972154356038,16,1,2022,"bottomT","degC"
"mean","MAB",10.2576088380063,17,1,2022,"bottomT","degC"
"mean","MAB",10.1457953062521,18,1,2022,"bottomT","degC"
"mean","MAB",10.1151521059235,19,1,2022,"bottomT","degC"
"mean","MAB",10.1613568713907,20,1,2022,"bottomT","degC"
"mean","MAB",10.0693638589079,21,1,2022,"bottomT","degC"
"mean","MAB",9.81902615860296,22,1,2022,"bottomT","degC"
"mean","MAB",9.66816518490918,23,1,2022,"bottomT","degC"
"mean","MAB",9.63860807944095,24,1,2022,"bottomT","degC"
"mean","MAB",9.60492506985671,25,1,2022,"bottomT","degC"
"mean","MAB",9.57105030266512,26,1,2022,"bottomT","degC"
"mean","MAB",9.44388531188938,27,1,2022,"bottomT","degC"
"mean","MAB",9.41062249117484,28,1,2022,"bottomT","degC"
"mean","MAB",9.26068571384714,29,1,2022,"bottomT","degC"
"mean","MAB",8.82874950898734,30,1,2022,"bottomT","degC"
"mean","MAB",8.72804315569404,31,1,2022,"bottomT","degC"
"mean","MAB",8.60451104849023,1,2,2022,"bottomT","degC"
"mean","MAB",8.51466298342092,2,2,2022,"bottomT","degC"
"mean","MAB",8.51403217868232,3,2,2022,"bottomT","degC"
"mean","MAB",8.56609124874693,4,2,2022,"bottomT","degC"
"mean","MAB",8.62139968520752,5,2,2022,"bottomT","degC"
"mean","MAB",8.50498612602381,6,2,2022,"bottomT","degC"
"mean","MAB",8.426887552114,7,2,2022,"bottomT","degC"
"mean","MAB",8.41084346273256,8,2,2022,"bottomT","degC"
"mean","MAB",8.45165077128977,9,2,2022,"bottomT","degC"
"mean","MAB",8.49243816865531,10,2,2022,"bottomT","degC"
"mean","MAB",8.54547802351405,11,2,2022,"bottomT","degC"
"mean","MAB",8.58307211576443,12,2,2022,"bottomT","degC"
"mean","MAB",8.63710322895105,13,2,2022,"bottomT","degC"
"mean","MAB",8.51939138510026,14,2,2022,"bottomT","degC"
"mean","MAB",8.36607843594831,15,2,2022,"bottomT","degC"
"mean","MAB",8.28628916818867,16,2,2022,"bottomT","degC"
"mean","MAB",8.30146250499676,17,2,2022,"bottomT","degC"
"mean","MAB",8.39364254099446,18,2,2022,"bottomT","degC"
"mean","MAB",8.53558060198553,19,2,2022,"bottomT","degC"
"mean","MAB",8.55898528174099,20,2,2022,"bottomT","degC"
"mean","MAB",8.57996891632953,21,2,2022,"bottomT","degC"
"mean","MAB",8.66994953070246,22,2,2022,"bottomT","degC"
"mean","MAB",8.75174752206079,23,2,2022,"bottomT","degC"
"mean","MAB",8.88448810372741,24,2,2022,"bottomT","degC"
"mean","MAB",8.81172623023796,25,2,2022,"bottomT","degC"
"mean","MAB",8.72218359028321,26,2,2022,"bottomT","degC"
"mean","MAB",8.66063943407225,27,2,2022,"bottomT","degC"
