"STATISTIC","AREA","DATA_VALUE","DAY","MONTH","YEAR","INDICATOR_NAME","INDICATOR_UNITS"
"mean","MAB",8.01077078061226,1,4,2004,"sst","degC"
"mean","MAB",14.1012453470475,1,5,2004,"sst","degC"
"mean","MAB",18.5989431625757,1,6,2004,"sst","degC"
"mean","MAB",22.6628762269631,1,7,2004,"sst","degC"
"mean","MAB",23.0361897786458,1,8,2004,"sst","degC"
"mean","MAB",22.1235789861435,1,9,2004,"sst","degC"
"mean","MAB",17.7094933876624,1,10,2004,"sst","degC"
"mean","MAB",13.6591245162181,1,11,2004,"sst","degC"
"mean","MAB",10.9947160231761,1,12,2004,"sst","degC"
"mean","MAB",8.30988570971367,1,1,2005,"sst","degC"
"mean","MAB",5.9422379444807,1,2,2005,"sst","degC"
"mean","MAB",5.80840349930983,1,3,2005,"sst","degC"
"mean","MAB",7.89492799563286,1,4,2005,"sst","degC"
"mean","MAB",11.6682445917374,1,5,2005,"sst","degC"
"mean","MAB",17.9793586437519,1,6,2005,"sst","degC"
"mean","MAB",22.8502327454396,1,7,2005,"sst","degC"
"mean","MAB",24.7333195417355,1,8,2005,"sst","degC"
"mean","MAB",22.9658644553943,1,9,2005,"sst","degC"
"mean","MAB",18.9867770659618,1,10,2005,"sst","degC"
"mean","MAB",14.6142509900607,1,11,2005,"sst","degC"
"mean","MAB",10.8159550862435,1,12,2005,"sst","degC"
"mean","MAB",8.96083192336254,1,1,2006,"sst","degC"
"mean","MAB",7.68157126597869,1,2,2006,"sst","degC"
"mean","MAB",7.226059397673,1,3,2006,"sst","degC"
"mean","MAB",9.73116558515109,1,4,2006,"sst","degC"
"mean","MAB",13.2871477371607,1,5,2006,"sst","degC"
"mean","MAB",18.4256201034937,1,6,2006,"sst","degC"
"mean","MAB",22.8178290342673,1,7,2006,"sst","degC"
"mean","MAB",24.35045606173,1,8,2006,"sst","degC"
"mean","MAB",21.3348336439866,1,9,2006,"sst","degC"
"mean","MAB",18.2431559195885,1,10,2006,"sst","degC"
"mean","MAB",14.6114423507299,1,11,2006,"sst","degC"
"mean","MAB",12.3728136160435,1,12,2006,"sst","degC"
"mean","MAB",10.9865539501875,1,1,2007,"sst","degC"
"mean","MAB",7.65843941737444,1,2,2007,"sst","degC"
"mean","MAB",6.58173515368731,1,3,2007,"sst","degC"
"mean","MAB",8.22559640835493,1,4,2007,"sst","degC"
"mean","MAB",12.3901254409399,1,5,2007,"sst","degC"
"mean","MAB",17.8252816567054,1,6,2007,"sst","degC"
"mean","MAB",22.5873129918025,1,7,2007,"sst","degC"
"mean","MAB",23.9797678922996,1,8,2007,"sst","degC"
"mean","MAB",22.2476490901067,1,9,2007,"sst","degC"
"mean","MAB",19.6669706100073,1,10,2007,"sst","degC"
"mean","MAB",13.642363802592,1,11,2007,"sst","degC"
"mean","MAB",10.2335680081294,1,12,2007,"sst","degC"
"mean","MAB",8.43095930539645,1,1,2008,"sst","degC"
"mean","MAB",7.08886456122765,1,2,2008,"sst","degC"
"mean","MAB",7.44027277873113,1,3,2008,"sst","degC"
"mean","MAB",9.8559724245316,1,4,2008,"sst","degC"
"mean","MAB",12.1851477940877,1,5,2008,"sst","degC"
"mean","MAB",18.8776782353719,1,6,2008,"sst","degC"
"mean","MAB",22.9665800730387,1,7,2008,"sst","degC"
"mean","MAB",23.5675792694092,1,8,2008,"sst","degC"
"mean","MAB",21.5862080696302,1,9,2008,"sst","degC"
"mean","MAB",17.7901386065361,1,10,2008,"sst","degC"
"mean","MAB",13.8660441276355,1,11,2008,"sst","degC"
"mean","MAB",11.3200725384248,1,12,2008,"sst","degC"
"mean","MAB",8.19798491795858,1,1,2009,"sst","degC"
"mean","MAB",6.37596138073848,1,2,2009,"sst","degC"
"mean","MAB",6.53329512767303,1,3,2009,"sst","degC"
"mean","MAB",8.58983742885101,1,4,2009,"sst","degC"
"mean","MAB",13.4093512461736,1,5,2009,"sst","degC"
"mean","MAB",18.1614594337268,1,6,2009,"sst","degC"
"mean","MAB",22.0753790733142,1,7,2009,"sst","degC"
"mean","MAB",24.6643302819668,1,8,2009,"sst","degC"
"mean","MAB",22.2896764412904,1,9,2009,"sst","degC"
"mean","MAB",17.813521531912,1,10,2009,"sst","degC"
"mean","MAB",14.9217654643915,1,11,2009,"sst","degC"
"mean","MAB",12.2981105413192,1,12,2009,"sst","degC"
"mean","MAB",7.55806929025895,1,1,2010,"sst","degC"
"mean","MAB",5.92268485778417,1,2,2010,"sst","degC"
"mean","MAB",5.94824635432317,1,3,2010,"sst","degC"
"mean","MAB",9.8247279387254,1,4,2010,"sst","degC"
"mean","MAB",13.6937946075048,1,5,2010,"sst","degC"
"mean","MAB",20.1776558607053,1,6,2010,"sst","degC"
"mean","MAB",24.2231804969983,1,7,2010,"sst","degC"
"mean","MAB",24.6357050088736,1,8,2010,"sst","degC"
"mean","MAB",22.1322730235564,1,9,2010,"sst","degC"
"mean","MAB",18.236591842847,1,10,2010,"sst","degC"
"mean","MAB",13.9953500943306,1,11,2010,"sst","degC"
"mean","MAB",10.17314453125,1,12,2010,"sst","degC"
"mean","MAB",7.15861521011744,1,1,2011,"sst","degC"
"mean","MAB",6.34602182950729,1,2,2011,"sst","degC"
"mean","MAB",6.6610221862793,1,3,2011,"sst","degC"
"mean","MAB",8.51684425305097,1,4,2011,"sst","degC"
"mean","MAB",14.5939632807022,1,5,2011,"sst","degC"
"mean","MAB",20.5766987238175,1,6,2011,"sst","degC"
"mean","MAB",23.6098688272329,1,7,2011,"sst","degC"
"mean","MAB",24.2223733755258,1,8,2011,"sst","degC"
"mean","MAB",21.6709721100636,1,9,2011,"sst","degC"
"mean","MAB",19.2601782383063,1,10,2011,"sst","degC"
"mean","MAB",14.7447244350727,1,11,2011,"sst","degC"
"mean","MAB",12.8824364099747,1,12,2011,"sst","degC"
"mean","MAB",10.324545664665,1,1,2012,"sst","degC"
"mean","MAB",8.80357185510489,1,2,2012,"sst","degC"
"mean","MAB",9.9243074514927,1,3,2012,"sst","degC"
"mean","MAB",11.1010852275751,1,4,2012,"sst","degC"
"mean","MAB",15.6155893570338,1,5,2012,"sst","degC"
"mean","MAB",19.8485038219354,1,6,2012,"sst","degC"
"mean","MAB",24.6334733522855,1,7,2012,"sst","degC"
"mean","MAB",25.156998639229,1,8,2012,"sst","degC"
"mean","MAB",23.0372455988175,1,9,2012,"sst","degC"
"mean","MAB",19.0761980790358,1,10,2012,"sst","degC"
"mean","MAB",14.4967158879989,1,11,2012,"sst","degC"
"mean","MAB",12.3372238843869,1,12,2012,"sst","degC"
"mean","MAB",9.63315281256651,1,1,2013,"sst","degC"
"mean","MAB",8.12913352281619,1,2,2013,"sst","degC"
"mean","MAB",7.06804284804907,1,3,2013,"sst","degC"
"mean","MAB",8.90965450237959,1,4,2013,"sst","degC"
"mean","MAB",13.3349095417903,1,5,2013,"sst","degC"
"mean","MAB",18.019279944591,1,6,2013,"sst","degC"
"mean","MAB",23.1340987278865,1,7,2013,"sst","degC"
"mean","MAB",23.0758158561511,1,8,2013,"sst","degC"
"mean","MAB",21.9651653289795,1,9,2013,"sst","degC"
"mean","MAB",19.1876687269944,1,10,2013,"sst","degC"
"mean","MAB",14.843712518154,1,11,2013,"sst","degC"
"mean","MAB",11.376957551027,1,12,2013,"sst","degC"
"mean","MAB",8.5277715365092,1,1,2014,"sst","degC"
"mean","MAB",7.04443755516639,1,2,2014,"sst","degC"
"mean","MAB",6.58700892375066,1,3,2014,"sst","degC"
"mean","MAB",8.39983403132512,1,4,2014,"sst","degC"
"mean","MAB",14.1859649218046,1,5,2014,"sst","degC"
"mean","MAB",19.893081611242,1,6,2014,"sst","degC"
"mean","MAB",22.9632203322191,1,7,2014,"sst","degC"
"mean","MAB",23.8150697757036,1,8,2014,"sst","degC"
"mean","MAB",23.2699533315805,1,9,2014,"sst","degC"
"mean","MAB",19.848262601021,1,10,2014,"sst","degC"
"mean","MAB",15.0193039380587,1,11,2014,"sst","degC"
"mean","MAB",11.5676920230572,1,12,2014,"sst","degC"
"mean","MAB",8.94284347020663,1,1,2015,"sst","degC"
"mean","MAB",5.8888460287681,1,2,2015,"sst","degC"
"mean","MAB",6.14127694154397,1,3,2015,"sst","degC"
"mean","MAB",8.85344254909418,1,4,2015,"sst","degC"
"mean","MAB",14.7670617079123,1,5,2015,"sst","degC"
"mean","MAB",19.7431842021453,1,6,2015,"sst","degC"
"mean","MAB",23.9673874683869,1,7,2015,"sst","degC"
"mean","MAB",25.3507835192558,1,8,2015,"sst","degC"
"mean","MAB",24.1385036761944,1,9,2015,"sst","degC"
"mean","MAB",19.0769358855027,1,10,2015,"sst","degC"
"mean","MAB",15.9226372889983,1,11,2015,"sst","degC"
"mean","MAB",13.7581519004626,1,12,2015,"sst","degC"
"mean","MAB",10.4443918252603,1,1,2016,"sst","degC"
"mean","MAB",7.87863643597334,1,2,2016,"sst","degC"
"mean","MAB",8.41739598298684,1,3,2016,"sst","degC"
"mean","MAB",9.90512283765353,1,4,2016,"sst","degC"
"mean","MAB",12.952037747701,1,5,2016,"sst","degC"
"mean","MAB",18.678184176714,1,6,2016,"sst","degC"
"mean","MAB",23.8357480073586,1,7,2016,"sst","degC"
"mean","MAB",25.3757678203094,1,8,2016,"sst","degC"
"mean","MAB",23.021785843678,1,9,2016,"sst","degC"
"mean","MAB",19.5005487979987,1,10,2016,"sst","degC"
"mean","MAB",15.0809295801016,1,11,2016,"sst","degC"
"mean","MAB",12.1240410975921,1,12,2016,"sst","degC"
"mean","MAB",9.92919248434213,1,1,2017,"sst","degC"
"mean","MAB",8.28156390801454,1,2,2017,"sst","degC"
"mean","MAB",7.50738777013925,1,3,2017,"sst","degC"
"mean","MAB",9.70668012667925,1,4,2017,"sst","degC"
"mean","MAB",13.0984926908444,1,5,2017,"sst","degC"
"mean","MAB",18.1900730377589,1,6,2017,"sst","degC"
"mean","MAB",23.0328298715445,1,7,2017,"sst","degC"
"mean","MAB",23.5910713978303,1,8,2017,"sst","degC"
"mean","MAB",21.4675021147117,1,9,2017,"sst","degC"
"mean","MAB",19.9209192911784,1,10,2017,"sst","degC"
"mean","MAB",15.8979056725135,1,11,2017,"sst","degC"
"mean","MAB",12.0926101488945,1,12,2017,"sst","degC"
"mean","MAB",7.53144396818601,1,1,2018,"sst","degC"
"mean","MAB",6.99262989606613,1,2,2018,"sst","degC"
"mean","MAB",6.45085509373591,1,3,2018,"sst","degC"
"mean","MAB",8.27854338181325,1,4,2018,"sst","degC"
"mean","MAB",13.6123570026496,1,5,2018,"sst","degC"
"mean","MAB",19.0686525247036,1,6,2018,"sst","degC"
"mean","MAB",23.4581715119191,1,7,2018,"sst","degC"
"mean","MAB",25.1096453642234,1,8,2018,"sst","degC"
"mean","MAB",23.1588559077336,1,9,2018,"sst","degC"
"mean","MAB",19.5613891308124,1,10,2018,"sst","degC"
"mean","MAB",14.3945586864765,1,11,2018,"sst","degC"
"mean","MAB",10.3878211241502,1,12,2018,"sst","degC"
"mean","MAB",8.46703868034558,1,1,2019,"sst","degC"
