"","YEAR","DATA_VALUE","CATEGORY","INDICATOR_TYPE","INDICATOR_NAME","INDICATOR_UNITS","SPECIES"
"1",1986,21211,"Recreational","Socioeconomic","total_recreational_catch_n","n","FINETOOTH SHARK"
"2",1988,58781,"Recreational","Socioeconomic","total_recreational_catch_n","n","FINETOOTH SHARK"
